#Mean	37.839
#Median	37
#Mode	36
#STDev	5.985
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	0
21	5
22	5
23	3
24	11
25	23
26	48
27	83
28	94
29	152
30	244
31	235
32	283
33	324
34	360
35	422
36	496
37	485
38	434
39	420
40	388
41	337
42	289
43	209
44	188
45	164
46	163
47	134
48	79
49	59
50	61
51	35
52	51
53	47
54	28
55	25
56	12
57	5
58	4
59	2
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
