#Mean	37.864
#Median	37
#Mode	37
#STDev	5.958
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	0
21	0
22	3
23	7
24	9
25	31
26	43
27	54
28	95
29	128
30	208
31	274
32	275
33	348
34	380
35	402
36	464
37	499
38	457
39	400
40	402
41	335
42	271
43	237
44	182
45	142
46	124
47	109
48	74
49	61
50	51
51	46
52	54
53	40
54	37
55	23
56	14
57	13
58	6
59	2
60	1
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
