#Mean	37.737
#Median	37
#Mode	38
#STDev	5.976
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	2
22	3
23	7
24	11
25	30
26	45
27	79
28	116
29	171
30	206
31	273
32	279
33	355
34	399
35	422
36	436
37	467
38	479
39	441
40	377
41	348
42	294
43	245
44	179
45	163
46	124
47	98
48	83
49	77
50	63
51	52
52	42
53	38
54	22
55	27
56	13
57	8
58	2
59	1
60	2
61	0
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
