#Mean	523.978
#Median	514
#Mode	437
#STDev	138.854
#PercentOfPairs	100.000
#InsertSize	Count
65	1
106	1
108	1
119	1
128	1
131	2
133	3
136	2
137	3
140	1
144	1
148	2
153	1
156	2
157	1
159	4
161	3
173	1
175	1
177	1
178	2
182	1
184	1
185	2
186	1
187	2
189	1
190	2
194	1
196	3
200	1
202	1
206	1
211	1
214	2
215	1
216	2
219	2
222	3
223	1
224	2
228	1
229	1
230	3
231	2
232	1
234	2
235	4
236	1
237	1
238	2
239	2
241	1
242	1
244	3
248	2
249	1
250	2
252	3
253	1
254	2
255	1
256	1
257	5
258	3
259	4
260	1
261	3
262	7
263	1
264	1
265	2
267	2
268	2
269	1
270	3
272	2
273	2
274	3
275	4
276	5
277	2
278	1
279	1
280	3
281	1
282	1
284	2
285	1
286	4
287	4
289	1
292	1
293	1
294	2
295	4
296	1
297	1
298	4
299	3
300	3
301	2
302	3
303	2
304	1
305	3
306	5
307	3
308	3
309	4
310	3
311	3
312	5
313	5
314	3
315	5
316	2
317	2
318	2
319	4
320	2
321	1
322	7
323	8
324	6
325	4
326	1
327	3
328	6
329	8
330	3
331	3
332	2
333	5
334	2
335	5
336	7
337	8
338	5
339	7
340	7
341	5
342	6
343	5
344	5
345	6
346	8
347	11
348	5
349	10
350	7
351	7
352	12
353	5
354	9
355	5
356	8
357	8
358	4
359	8
360	16
361	5
362	6
363	7
364	6
365	4
366	8
367	13
368	4
369	7
370	7
371	12
372	7
373	10
374	13
375	5
376	4
377	9
378	8
379	7
380	8
381	15
382	12
383	9
384	8
385	19
386	10
387	15
388	18
389	15
390	9
391	16
392	14
393	12
394	14
395	16
396	13
397	17
398	17
399	11
400	10
401	11
402	17
403	16
404	13
405	11
406	10
407	8
408	13
409	18
410	12
411	15
412	14
413	14
414	17
415	12
416	21
417	24
418	9
419	15
420	19
421	14
422	11
423	16
424	17
425	7
426	17
427	20
428	13
429	20
430	19
431	16
432	21
433	20
434	27
435	17
436	22
437	38
438	26
439	17
440	22
441	24
442	24
443	16
444	26
445	18
446	25
447	13
448	18
449	15
450	22
451	15
452	13
453	14
454	17
455	20
456	15
457	27
458	17
459	17
460	20
461	32
462	17
463	31
464	17
465	32
466	25
467	25
468	36
469	17
470	27
471	22
472	17
473	22
474	20
475	30
476	30
477	22
478	30
479	19
480	18
481	21
482	21
483	20
484	21
485	25
486	19
487	19
488	21
489	25
490	21
491	24
492	25
493	17
494	27
495	24
496	27
497	23
498	16
499	18
500	26
501	24
502	15
503	18
504	20
505	17
506	26
507	33
508	27
509	19
510	28
511	22
512	18
513	18
514	24
515	22
516	17
517	19
518	24
519	24
520	18
521	32
522	26
523	29
524	15
525	29
526	23
527	27
528	18
529	20
530	20
531	20
532	23
533	24
534	20
535	14
536	24
537	14
538	25
539	20
540	21
541	20
542	27
543	23
544	17
545	17
546	22
547	15
548	25
549	13
550	18
551	19
552	18
553	23
554	25
555	14
556	21
557	22
558	18
559	26
560	20
561	11
562	17
563	14
564	20
565	22
566	20
567	11
568	16
569	20
570	16
571	19
572	14
573	20
574	22
575	13
576	17
577	18
578	18
579	20
580	24
581	16
582	20
583	18
584	11
585	10
586	11
587	15
588	17
589	18
590	21
591	12
592	17
593	24
594	22
595	11
596	14
597	13
598	13
599	12
600	16
601	10
602	14
603	17
604	12
605	10
606	13
607	13
608	15
609	18
610	13
611	15
612	23
613	14
614	9
615	8
616	14
617	10
618	15
619	16
620	13
621	15
622	16
623	10
624	15
625	8
626	13
627	10
628	9
629	8
630	9
631	14
632	11
633	17
634	9
635	13
636	10
637	11
638	12
639	14
640	14
641	11
642	14
643	12
644	10
645	8
646	13
647	6
648	11
649	10
650	8
651	8
652	12
653	4
654	10
655	6
656	8
657	9
658	10
659	8
660	6
661	10
662	6
663	7
664	7
665	11
666	6
667	13
668	12
669	10
670	6
671	6
672	9
673	11
674	8
675	6
676	7
677	7
678	6
679	7
680	11
681	11
682	10
683	11
684	9
685	10
686	7
687	7
688	2
689	2
690	8
691	8
692	8
693	8
694	14
695	5
696	5
697	2
698	10
699	9
700	4
701	9
702	5
703	4
704	4
705	9
706	7
707	1
708	9
709	5
710	5
711	4
712	13
713	7
714	6
715	8
716	7
717	8
718	4
719	7
720	6
721	4
722	5
723	6
724	4
725	7
726	2
727	6
728	4
729	11
730	7
731	1
732	5
733	3
734	2
735	6
736	10
737	2
738	4
739	3
740	6
741	8
742	8
743	1
744	5
745	2
746	7
747	2
748	3
749	5
751	4
752	3
753	1
754	5
755	2
756	3
757	5
759	5
760	5
761	1
762	3
763	1
764	4
765	4
766	5
767	1
768	2
769	3
770	4
772	1
773	3
774	8
775	1
776	1
778	4
779	4
780	2
781	4
782	3
784	1
786	4
789	3
790	3
791	1
792	1
793	1
794	2
795	1
796	5
797	2
798	4
800	4
801	1
802	2
803	2
805	1
806	1
807	1
808	2
809	1
811	1
812	2
813	2
815	3
816	1
817	2
818	1
821	1
822	2
823	1
824	1
825	1
828	1
829	1
831	1
832	2
833	1
835	2
836	1
837	1
838	3
839	2
840	1
844	1
846	2
847	1
850	1
853	1
856	2
857	1
858	1
860	1
863	2
866	2
868	2
869	4
876	1
879	3
882	1
883	2
884	1
885	1
886	1
894	1
897	1
904	2
906	1
907	1
912	1
915	1
923	1
929	2
930	1
931	1
934	2
935	1
936	1
938	1
946	1
954	1
959	1
961	2
972	1
974	1
997	1
1006	1
1026	2
1030	1
1034	1
1041	1
1091	1
1099	1
1233	1
1255	1
1283	2
1337	1
1470	1
1533	1
1583	1
1764	1
1812	2
1828	1
1841	2
1857	1
1881	3
1963	1
