#Mean	37.790
#Median	37
#Mode	39
#STDev	5.950
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	3
21	3
22	3
23	12
24	9
25	20
26	38
27	70
28	116
29	180
30	210
31	256
32	304
33	353
34	398
35	390
36	454
37	440
38	459
39	478
40	413
41	344
42	279
43	255
44	213
45	151
46	134
47	112
48	89
49	67
50	44
51	49
52	41
53	43
54	28
55	21
56	14
57	7
58	6
59	1
60	1
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
