#Mean	37.653
#Median	37
#Mode	37
#STDev	5.968
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	1
21	1
22	4
23	6
24	11
25	25
26	41
27	75
28	126
29	145
30	227
31	286
32	367
33	355
34	408
35	441
36	475
37	495
38	447
39	468
40	382
41	317
42	288
43	230
44	204
45	139
46	121
47	112
48	86
49	78
50	77
51	42
52	55
53	38
54	22
55	20
56	14
57	7
58	3
59	4
60	2
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
