#Deviation	4.3057	4.5536
#Avg_STDev	7.047
#Diversity	4.481
#Entropy	0.130
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	33.690	21.537	19.788	33.776	21.530	18.689
2	34.185	25.093	20.580	33.816	24.426	22.192
3	35.611	26.007	21.842	35.131	25.691	22.248
4	35.795	26.244	21.842	35.387	25.364	22.595
5	35.999	27.370	22.736	35.487	25.681	22.844
6	37.056	26.970	22.379	36.566	25.903	21.626
7	37.170	27.521	23.553	36.541	25.850	21.724
8	37.093	26.970	24.027	36.672	26.128	23.245
9	37.181	27.906	23.263	36.709	26.035	22.248
10	37.145	27.588	25.624	36.620	25.837	21.626
11	37.158	27.798	24.955	36.661	25.823	21.824
12	37.020	26.806	23.705	36.646	25.866	23.107
13	37.054	27.371	25.872	36.673	26.359	24.541
14	37.048	27.396	24.198	36.682	26.177	20.998
15	37.052	27.171	25.167	36.599	25.754	21.824
16	37.051	27.117	25.872	36.547	25.788	21.437
17	37.062	27.102	24.375	36.555	25.825	22.248
18	36.974	26.937	24.027	36.452	25.362	22.138
19	37.004	27.021	23.705	36.292	25.231	20.998
20	36.973	26.958	24.027	36.460	25.853	22.031
21	36.916	26.486	22.736	36.316	25.107	20.755
22	37.007	27.225	22.614	36.426	25.659	20.998
23	36.963	26.992	22.992	36.142	24.576	19.898
24	36.861	26.245	24.027	36.218	25.006	21.169
25	36.894	26.203	24.198	36.272	25.166	21.256
26	36.803	26.160	23.125	36.165	24.762	20.450
27	36.821	26.102	23.406	36.139	24.902	19.898
28	36.798	26.291	23.406	36.227	25.329	21.626
29	36.773	26.056	22.379	36.082	24.823	21.169
30	36.708	25.873	21.842	36.203	25.015	21.256
31	36.731	26.001	21.742	36.188	24.927	21.437
32	36.517	22.414	20.432	36.070	24.688	19.525
33	36.662	25.696	22.495	35.943	24.317	21.083
34	36.622	25.420	21.456	35.965	24.259	21.626
35	36.700	25.791	21.456	35.893	24.545	21.169
36	36.715	25.717	21.365	36.039	24.557	20.916
37	36.676	25.720	21.944	36.069	24.886	20.677
38	36.569	25.361	20.773	35.936	24.448	20.450
39	36.663	25.653	20.853	35.835	24.298	22.138
40	36.591	25.474	22.614	35.794	24.095	19.833
41	36.609	25.143	21.502	35.866	24.343	20.677
42	36.556	25.247	21.187	35.871	24.302	20.165
43	36.548	25.267	22.156	35.820	24.185	19.128
44	36.470	25.320	21.645	35.639	23.643	18.427
45	36.548	25.280	21.842	35.752	24.060	20.305
46	36.641	25.782	22.156	35.771	23.944	19.466
47	36.536	25.577	20.934	35.577	23.589	19.466
48	36.448	25.188	21.456	35.516	23.550	19.237
49	36.430	25.017	22.156	35.578	23.715	19.128
50	36.415	24.885	20.618	35.484	23.638	19.833
51	36.525	25.332	21.101	35.506	23.747	19.898
52	36.446	25.139	21.101	35.454	23.680	19.020
53	36.364	24.716	20.324	35.454	23.562	19.237
54	36.417	25.172	21.275	35.298	23.198	18.665
55	36.355	25.079	21.456	35.350	23.425	19.350
56	36.348	24.732	21.365	35.175	23.183	19.707
57	36.245	24.618	21.456	35.153	23.136	18.381
58	36.343	24.782	21.365	35.212	23.255	18.521
59	36.437	25.111	22.049	35.142	23.181	17.988
60	36.453	25.124	21.275	35.072	23.232	18.202
61	36.359	24.809	20.468	35.118	23.256	18.568
62	36.339	24.861	20.773	35.088	23.104	17.865
63	36.264	24.427	20.773	35.096	22.836	18.592
64	36.252	24.576	20.773	35.114	23.120	18.916
65	36.152	24.561	20.618	35.089	23.086	18.381
66	36.014	24.135	20.468	35.170	23.276	18.916
67	36.021	24.166	20.468	35.035	22.875	19.237
