#Mean	37.766
#Median	37
#Mode	37
#STDev	5.987
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	2
23	7
24	15
25	18
26	45
27	60
28	122
29	173
30	193
31	268
32	319
33	373
34	396
35	437
36	462
37	481
38	467
39	416
40	377
41	317
42	260
43	208
44	185
45	173
46	142
47	127
48	95
49	67
50	68
51	58
52	42
53	43
54	28
55	23
56	10
57	5
58	2
59	3
60	1
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
