#Mean	37.813
#Median	37
#Mode	38
#STDev	5.946
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	1
21	1
22	2
23	6
24	14
25	19
26	46
27	50
28	115
29	156
30	249
31	241
32	290
33	322
34	423
35	429
36	423
37	463
38	465
39	435
40	412
41	353
42	260
43	229
44	173
45	160
46	123
47	114
48	101
49	75
50	53
51	57
52	48
53	37
54	22
55	17
56	17
57	8
58	4
59	3
60	1
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
