#Mean	37.802
#Median	37
#Mode	37
#STDev	5.910
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	4
23	4
24	14
25	21
26	26
27	71
28	124
29	162
30	224
31	257
32	322
33	382
34	400
35	425
36	489
37	516
38	512
39	419
40	403
41	307
42	302
43	254
44	212
45	175
46	138
47	99
48	87
49	81
50	59
51	44
52	45
53	42
54	30
55	21
56	18
57	7
58	3
59	3
60	2
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
