#Mean	37.831
#Median	37
#Mode	37
#STDev	5.915
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	1
21	0
22	5
23	9
24	11
25	16
26	30
27	75
28	111
29	156
30	188
31	267
32	318
33	338
34	328
35	440
36	449
37	485
38	474
39	435
40	408
41	335
42	277
43	207
44	205
45	158
46	128
47	98
48	76
49	80
50	64
51	50
52	44
53	39
54	24
55	16
56	16
57	10
58	4
59	3
60	1
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
