#Deviation	4.2240	4.5826
#Avg_STDev	6.959
#Diversity	4.397
#Entropy	0.129
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	33.652	21.357	19.550	33.688	20.405	18.805
2	34.228	25.544	21.891	33.994	24.878	20.465
3	35.715	26.583	24.901	35.111	25.446	21.665
4	35.918	26.886	24.699	35.283	25.301	21.472
5	35.907	26.621	25.113	35.476	25.446	22.537
6	37.091	27.649	24.506	36.512	26.021	23.328
7	37.112	27.375	24.321	36.562	26.065	22.189
8	37.261	28.205	24.699	36.601	26.031	22.302
9	37.142	27.597	23.352	36.567	25.912	21.568
10	37.229	28.250	23.209	36.736	26.501	22.302
11	37.199	28.347	24.901	36.705	25.804	22.785
12	37.200	27.607	26.082	36.697	26.069	22.302
13	37.132	27.539	23.809	36.514	25.522	23.328
14	37.147	27.543	25.336	36.615	25.927	23.048
15	37.132	27.570	23.973	36.466	25.603	22.659
16	37.094	27.525	25.336	36.470	25.675	21.867
17	37.158	27.939	25.336	36.446	25.637	22.418
18	37.031	27.193	25.113	36.420	25.456	20.940
19	37.015	26.929	23.652	36.388	25.619	22.079
20	37.060	27.302	23.209	36.387	25.472	21.972
21	37.045	27.519	24.901	36.418	25.499	22.418
22	36.875	26.481	22.938	36.562	25.982	21.867
23	36.972	26.895	24.321	36.377	25.546	22.302
24	36.903	26.683	22.808	36.302	25.141	21.972
25	36.920	26.991	24.144	36.369	25.534	20.857
26	36.949	26.761	23.809	36.194	24.964	21.972
27	36.875	26.433	24.144	36.149	24.763	19.711
28	36.936	26.873	23.209	36.104	24.725	21.024
29	36.811	26.258	21.133	36.068	24.730	20.465
30	36.795	26.298	24.144	36.162	24.861	22.079
31	36.720	26.285	20.799	36.051	24.581	20.618
32	36.497	22.439	21.788	36.079	24.637	20.776
33	36.644	25.644	22.441	36.169	25.023	20.541
34	36.844	26.291	22.682	35.976	24.635	20.541
35	36.728	26.311	22.682	35.833	24.163	20.038
36	36.735	26.256	22.808	36.077	24.780	21.765
37	36.604	25.595	20.880	35.885	24.364	20.106
38	36.645	25.868	21.689	35.996	24.632	19.971
39	36.650	25.639	23.072	35.905	24.443	20.246
40	36.697	26.176	22.682	35.832	24.247	19.711
41	36.719	26.206	21.311	35.732	24.176	19.649
42	36.600	25.409	21.402	35.633	23.822	20.246
43	36.594	25.780	23.652	35.708	23.922	20.106
44	36.524	25.594	23.809	35.670	24.004	19.904
45	36.593	25.760	23.352	35.697	24.024	19.526
46	36.592	25.918	21.047	35.569	23.623	19.526
47	36.602	25.897	23.499	35.543	23.810	20.038
48	36.563	25.475	21.689	35.658	23.931	20.176
49	36.515	25.319	22.103	35.624	23.747	19.349
50	36.496	25.516	21.133	35.514	23.645	19.291
51	36.464	25.101	21.788	35.548	23.841	18.909
52	36.445	25.125	22.441	35.337	23.533	18.655
53	36.561	25.690	21.311	35.347	23.290	18.415
54	36.508	25.340	21.402	35.333	23.272	18.557
55	36.410	25.113	21.689	35.401	23.690	19.587
56	36.468	25.277	21.133	35.307	23.292	18.368
57	36.330	24.894	20.415	35.455	23.674	18.509
58	36.399	25.189	22.212	35.237	23.288	18.232
59	36.396	25.226	20.719	35.176	23.326	19.069
60	36.442	25.105	22.103	35.229	23.372	18.704
61	36.345	25.041	22.212	35.079	23.074	18.509
62	36.318	24.802	20.489	35.076	23.135	18.557
63	36.341	25.071	21.221	34.962	22.839	17.765
64	36.353	24.979	21.047	35.109	23.314	18.655
65	36.245	24.568	20.342	35.100	23.033	18.462
66	36.276	24.725	19.862	35.225	23.390	18.755
67	36.270	24.602	21.496	35.186	23.296	18.056
68	36.229	24.642	20.564	35.017	22.968	18.415
69	36.231	24.573	20.719	35.014	22.941	18.805
70	36.189	24.640	20.719	35.163	23.221	18.368
71	36.188	24.687	20.061	35.053	23.068	18.415
72	36.154	24.563	20.270	34.996	22.973	17.531
73	36.121	24.371	19.258	34.946	22.939	18.368
74	36.102	24.447	20.061	34.982	23.079	18.232
75	36.079	24.352	19.431	34.882	22.729	18.187
76	35.813	24.409	19.672	34.512	23.087	18.462
77	35.938	24.263	19.928	34.702	22.951	19.123
78	36.109	24.733	20.130	34.925	23.027	18.509
79	36.046	24.407	19.928	35.185	23.359	18.805
80	36.072	24.256	20.489	35.086	22.982	18.368
81	36.028	24.178	19.202	35.026	22.899	18.143
82	36.053	24.398	20.880	34.873	22.801	17.531
83	35.869	23.759	19.258	35.069	23.035	17.531
84	36.037	24.186	19.862	34.996	22.800	18.056
85	36.012	24.238	18.985	34.922	22.719	17.418
86	35.959	24.093	18.932	34.872	22.754	18.100
87	35.972	24.037	19.641	34.775	22.607	18.322
88	35.879	24.205	19.672	34.761	22.705	18.056
89	35.771	23.691	19.672	34.614	22.364	17.381
90	35.795	23.620	18.880	34.593	22.198	17.493
91	35.887	24.002	19.862	34.718	22.604	18.056
92	35.863	23.948	19.258	34.653	22.356	16.669
93	35.943	24.344	19.092	34.586	22.360	17.131
94	35.750	23.795	18.778	34.667	22.644	17.607
95	35.764	23.849	18.880	34.516	22.408	16.894
96	35.798	23.789	18.485	34.624	22.465	17.131
97	35.796	23.834	19.092	34.476	22.091	17.062
98	35.711	23.530	18.678	34.514	22.332	17.455
99	35.670	23.565	18.392	34.361	22.019	16.456
100	35.655	23.741	18.829	34.238	21.825	16.516
101	35.669	23.739	19.611	34.191	21.916	16.031
102	35.592	23.504	18.438	34.251	22.053	17.607
103	35.481	23.180	17.749	34.313	22.241	16.669
104	35.520	23.407	18.985	34.185	21.826	16.638
