#Mean	37.866
#Median	37
#Mode	38
#STDev	5.939
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	1
21	0
22	2
23	5
24	9
25	20
26	41
27	66
28	102
29	168
30	196
31	255
32	297
33	336
34	359
35	430
36	475
37	482
38	484
39	408
40	384
41	331
42	258
43	233
44	189
45	175
46	131
47	105
48	77
49	78
50	66
51	54
52	58
53	32
54	30
55	23
56	11
57	5
58	4
59	2
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
