#Mean	37.714
#Median	37
#Mode	38
#STDev	5.991
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	0
21	1
22	1
23	9
24	12
25	24
26	53
27	75
28	118
29	153
30	200
31	266
32	290
33	336
34	426
35	458
36	486
37	501
38	523
39	440
40	348
41	301
42	230
43	224
44	179
45	170
46	123
47	113
48	83
49	71
50	63
51	47
52	52
53	44
54	44
55	25
56	10
57	7
58	3
59	2
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
