#Mean	37.710
#Median	37
#Mode	37
#STDev	5.937
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	6
23	11
24	9
25	33
26	45
27	66
28	96
29	165
30	212
31	273
32	347
33	327
34	390
35	440
36	445
37	499
38	437
39	461
40	403
41	326
42	282
43	215
44	184
45	162
46	149
47	95
48	83
49	71
50	65
51	49
52	38
53	35
54	37
55	21
56	12
57	9
58	4
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
