#Mean	37.836
#Median	37
#Mode	36
#STDev	5.961
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	2
19	4
20	0
21	2
22	5
23	6
24	10
25	19
26	37
27	59
28	101
29	147
30	201
31	262
32	332
33	354
34	401
35	447
36	488
37	473
38	451
39	407
40	404
41	312
42	288
43	231
44	195
45	166
46	132
47	105
48	80
49	75
50	60
51	63
52	62
53	41
54	31
55	16
56	11
57	5
58	4
59	3
60	1
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
