#Mean	37.854
#Median	37
#Mode	37
#STDev	5.946
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	2
21	3
22	5
23	8
24	13
25	14
26	36
27	61
28	101
29	164
30	190
31	246
32	330
33	344
34	382
35	408
36	451
37	478
38	448
39	467
40	369
41	344
42	299
43	243
44	176
45	145
46	111
47	97
48	92
49	75
50	63
51	55
52	47
53	43
54	39
55	26
56	7
57	10
58	0
59	1
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
