#Mean	37.840
#Median	37
#Mode	37
#STDev	5.948
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	3
22	2
23	6
24	11
25	17
26	52
27	55
28	119
29	159
30	199
31	242
32	300
33	364
34	399
35	437
36	467
37	530
38	456
39	483
40	405
41	279
42	254
43	230
44	217
45	160
46	125
47	108
48	100
49	66
50	59
51	55
52	48
53	41
54	38
55	21
56	7
57	12
58	6
59	1
60	2
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
