#Mean	37.834
#Median	37
#Mode	36
#STDev	5.836
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	1
21	1
22	4
23	10
24	13
25	19
26	25
27	72
28	98
29	140
30	185
31	241
32	291
33	348
34	402
35	405
36	497
37	480
38	461
39	438
40	404
41	336
42	276
43	206
44	224
45	143
46	129
47	101
48	75
49	80
50	47
51	48
52	42
53	33
54	29
55	20
56	15
57	5
58	2
59	0
60	2
61	2
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
