#Mean	37.881
#Median	37
#Mode	38
#STDev	5.964
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	3
22	1
23	7
24	7
25	26
26	49
27	58
28	87
29	140
30	197
31	231
32	330
33	340
34	385
35	426
36	418
37	467
38	469
39	444
40	351
41	308
42	277
43	212
44	197
45	156
46	126
47	124
48	87
49	61
50	60
51	40
52	48
53	43
54	29
55	25
56	17
57	5
58	5
59	0
60	3
61	0
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
