#Mean	37.739
#Median	37
#Mode	37
#STDev	5.974
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	1
21	1
22	4
23	5
24	12
25	26
26	44
27	68
28	111
29	157
30	188
31	282
32	327
33	344
34	369
35	399
36	471
37	510
38	472
39	417
40	324
41	374
42	290
43	218
44	195
45	152
46	119
47	97
48	80
49	61
50	66
51	54
52	43
53	42
54	23
55	19
56	25
57	9
58	3
59	1
60	2
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
