#Mean	37.964
#Median	37
#Mode	38
#STDev	6.109
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	0
20	2
21	2
22	2
23	6
24	13
25	31
26	36
27	70
28	90
29	161
30	221
31	247
32	336
33	353
34	403
35	463
36	460
37	477
38	491
39	440
40	369
41	317
42	286
43	230
44	218
45	192
46	130
47	110
48	114
49	80
50	49
51	50
52	45
53	56
54	49
55	25
56	17
57	11
58	7
59	0
60	3
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
