#Mean	37.848
#Median	37
#Mode	38
#STDev	5.926
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	4
22	9
23	6
24	9
25	24
26	35
27	63
28	98
29	148
30	226
31	268
32	294
33	347
34	386
35	441
36	447
37	454
38	486
39	451
40	357
41	357
42	296
43	228
44	189
45	153
46	127
47	103
48	96
49	87
50	78
51	63
52	45
53	35
54	24
55	19
56	10
57	3
58	3
59	2
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
