#Mean	37.814
#Median	37
#Mode	37
#STDev	5.965
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	7
23	1
24	16
25	21
26	43
27	47
28	116
29	151
30	215
31	257
32	301
33	328
34	404
35	413
36	463
37	484
38	452
39	451
40	363
41	319
42	253
43	247
44	167
45	153
46	144
47	105
48	77
49	70
50	58
51	60
52	43
53	41
54	40
55	17
56	13
57	10
58	3
59	0
60	1
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
