#Mean	37.902
#Median	37
#Mode	37
#STDev	5.954
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	1
21	5
22	4
23	7
24	11
25	16
26	47
27	69
28	115
29	157
30	190
31	265
32	284
33	340
34	367
35	421
36	463
37	505
38	473
39	423
40	411
41	307
42	272
43	242
44	222
45	186
46	144
47	111
48	100
49	80
50	46
51	47
52	45
53	37
54	31
55	19
56	12
57	4
58	6
59	0
60	3
61	0
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
