#Mean	38.088
#Median	38
#Mode	37
#STDev	6.031
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	2
21	12
22	20
23	32
24	71
25	102
26	219
27	417
28	594
29	844
30	1155
31	1427
32	1770
33	2076
34	2231
35	2507
36	2786
37	2872
38	2795
39	2670
40	2281
41	1985
42	1677
43	1484
44	1173
45	1054
46	812
47	692
48	561
49	484
50	371
51	352
52	314
53	248
54	208
55	179
56	101
57	54
58	26
59	6
60	6
61	5
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
