#Deviation	4.4094	4.7814
#Avg_STDev	7.011
#Diversity	4.439
#Entropy	0.108
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	33.744	21.890	20.129	33.748	21.055	18.888
2	34.146	25.184	21.601	33.881	24.679	20.878
3	35.604	26.147	22.574	35.105	25.543	21.868
4	35.804	26.469	23.233	35.333	25.311	21.047
5	35.923	26.724	23.403	35.532	25.643	22.054
6	37.052	27.204	24.274	36.495	25.620	21.542
7	37.111	27.401	24.304	36.551	25.802	22.082
8	37.085	27.135	23.502	36.637	26.045	22.249
9	37.130	27.485	24.155	36.596	25.870	21.731
10	37.162	27.444	24.304	36.648	25.952	21.664
11	37.179	27.594	23.736	36.679	26.077	22.100
12	37.102	27.325	23.709	36.679	26.029	21.833
13	37.113	27.387	24.490	36.644	25.925	21.590
14	37.110	27.476	23.763	36.621	25.900	21.765
15	37.075	27.315	24.396	36.625	25.951	21.833
16	37.056	27.267	24.068	36.572	25.799	21.698
17	37.046	27.072	23.871	36.501	25.714	21.376
18	37.054	27.294	24.155	36.404	25.369	21.748
19	37.055	27.126	24.304	36.369	25.439	21.299
20	37.044	27.200	24.126	36.477	25.765	21.534
21	36.957	26.716	23.763	36.389	25.356	20.755
22	36.982	26.901	23.452	36.344	25.147	20.407
23	36.948	26.734	23.427	36.320	25.213	21.194
24	36.943	26.758	23.186	36.192	25.003	20.610
25	36.950	26.844	23.605	36.153	24.911	21.120
26	36.867	26.383	22.891	36.278	25.190	21.004
27	36.809	26.083	23.070	36.227	24.965	21.127
28	36.841	26.344	22.574	36.197	24.917	20.597
29	36.764	26.143	22.129	36.145	24.828	20.382
30	36.779	26.098	22.394	36.145	24.854	20.370
31	36.721	25.913	21.159	36.107	24.778	20.444
32	36.530	22.210	20.205	36.009	24.548	20.339
33	36.715	25.923	22.698	36.107	24.791	21.186
34	36.730	25.901	22.074	36.005	24.587	20.284
35	36.700	25.785	22.129	35.895	24.448	20.213
36	36.666	25.727	22.019	36.024	24.600	20.321
37	36.657	25.776	22.594	35.920	24.308	20.044
38	36.671	25.711	21.861	35.941	24.406	19.870
39	36.608	25.446	22.453	35.884	24.348	19.915
40	36.694	25.736	22.212	35.865	24.187	19.594
41	36.651	25.449	22.424	35.842	24.146	19.641
42	36.638	25.670	22.056	35.879	24.292	19.383
43	36.577	25.396	21.809	35.827	24.105	19.881
44	36.566	25.441	21.294	35.727	24.024	19.477
45	36.594	25.508	22.002	35.727	23.967	19.859
46	36.548	25.322	21.700	35.689	23.895	19.325
47	36.523	25.300	21.609	35.666	23.899	19.543
48	36.537	25.377	21.417	35.692	23.964	19.543
49	36.550	25.419	21.691	35.628	23.822	19.433
50	36.546	25.450	21.625	35.604	23.847	19.625
51	36.514	25.409	21.496	35.507	23.681	18.901
52	36.425	25.106	20.958	35.477	23.649	18.780
53	36.443	25.187	21.101	35.509	23.655	19.291
54	36.359	24.910	21.058	35.424	23.626	18.806
55	36.395	25.066	20.861	35.356	23.405	18.919
56	36.390	24.975	21.145	35.235	23.228	18.338
57	36.363	24.989	20.712	35.299	23.416	18.460
58	36.404	25.077	21.642	35.214	23.293	18.755
59	36.372	24.885	20.875	35.204	23.210	18.523
60	36.303	24.714	20.847	35.156	23.197	18.281
61	36.317	24.821	20.806	35.102	23.194	18.679
62	36.260	24.594	20.392	35.098	23.133	18.350
63	36.306	24.758	20.875	35.090	23.099	18.580
64	36.293	24.800	20.916	35.171	23.247	18.721
65	36.255	24.646	20.417	35.184	23.219	18.304
66	36.247	24.709	20.620	35.156	23.126	18.564
67	36.256	24.765	20.530	35.090	23.038	18.304
68	36.173	24.484	20.313	35.091	23.122	18.483
69	36.227	24.727	20.699	35.051	23.029	18.404
70	36.176	24.489	20.048	35.102	23.095	18.499
71	36.149	24.411	19.992	34.915	22.717	17.896
72	36.183	24.604	20.271	34.912	22.778	18.030
73	36.129	24.404	19.925	34.909	22.782	17.959
74	36.115	24.307	19.848	34.884	22.770	17.854
75	36.130	24.467	19.903	34.847	22.604	17.675
76	35.752	24.175	19.805	34.463	22.942	18.468
77	35.965	24.335	20.014	34.816	22.950	18.312
78	36.017	24.262	19.751	34.988	23.080	18.436
79	36.033	24.221	20.094	35.060	23.059	18.420
80	36.016	24.116	19.433	35.027	22.995	18.304
81	36.005	24.130	19.423	34.958	22.820	18.008
82	35.970	24.131	19.543	34.941	22.850	18.066
83	35.999	24.101	19.249	34.927	22.772	17.875
84	35.964	24.043	19.463	34.890	22.718	17.779
85	35.927	23.923	19.137	34.764	22.515	17.735
86	35.943	23.947	19.082	34.876	22.719	17.554
87	35.952	23.876	19.164	34.830	22.631	17.712
88	35.933	24.001	19.403	34.751	22.543	17.384
89	35.869	23.815	19.063	34.703	22.474	17.120
90	35.876	23.831	19.032	34.653	22.386	16.921
91	35.882	23.922	19.127	34.648	22.423	17.335
92	35.796	23.707	18.894	34.657	22.524	17.161
93	35.841	23.843	19.045	34.582	22.384	17.155
94	35.739	23.588	18.773	34.532	22.300	17.103
95	35.688	23.520	18.656	34.546	22.322	16.877
96	35.755	23.726	18.723	34.483	22.216	16.852
97	35.752	23.719	18.765	34.387	22.097	16.849
98	35.707	23.565	18.486	34.344	21.994	16.579
99	35.666	23.531	18.526	34.393	22.168	16.715
100	35.638	23.471	18.423	34.310	22.052	16.811
101	35.655	23.516	18.462	34.254	22.004	16.497
102	35.640	23.417	18.238	34.161	21.815	16.349
103	35.565	23.354	18.526	34.162	21.834	16.492
104	35.594	23.441	18.062	34.138	21.880	16.432
105	35.522	23.280	18.391	34.042	21.710	16.214
106	35.558	23.390	17.941	33.959	21.690	16.300
107	35.477	23.274	17.913	33.900	21.586	15.975
108	35.468	23.268	17.913	33.853	21.587	16.181
109	35.467	23.242	17.990	33.798	21.491	16.007
110	35.328	23.057	17.266	33.695	21.418	15.800
111	35.346	23.117	17.610	33.657	21.402	15.856
112	35.406	23.176	17.675	33.722	21.446	15.598
113	35.312	23.032	17.545	33.592	21.260	15.598
114	35.326	22.987	17.394	33.444	21.040	15.521
115	35.222	22.885	17.830	33.481	21.154	15.286
116	35.147	22.730	17.230	33.391	20.999	15.396
117	35.121	22.701	17.513	33.367	20.946	15.451
118	35.099	22.726	17.107	33.281	20.837	15.177
119	35.105	22.761	17.207	33.260	20.774	15.509
120	35.123	22.675	17.154	33.172	20.677	15.384
121	35.079	22.646	17.067	33.061	20.487	15.297
122	35.044	22.666	17.254	33.029	20.488	15.092
123	35.014	22.513	16.714	32.907	20.276	14.871
124	34.999	22.543	16.903	32.916	20.239	15.085
125	34.954	22.542	17.055	32.854	20.142	14.878
126	34.839	22.278	16.749	32.820	20.099	14.833
127	34.807	22.292	16.762	32.706	19.866	14.705
128	34.785	22.219	16.821	32.604	19.768	14.491
129	34.715	22.032	16.636	32.507	19.636	14.542
130	34.682	21.976	16.630	32.344	19.419	14.413
131	34.621	21.950	16.493	32.378	19.496	14.573
132	34.569	21.769	16.315	32.205	19.325	14.283
133	34.584	21.801	16.443	32.158	19.266	14.338
134	34.463	21.632	16.433	32.059	19.207	13.933
135	34.336	21.486	16.012	31.971	19.087	13.913
136	34.357	21.572	15.990	31.854	18.992	13.901
137	34.334	21.460	16.150	31.797	19.007	13.801
138	34.227	21.282	16.035	31.664	18.867	13.806
139	34.264	21.370	16.248	31.590	18.742	13.669
140	34.215	21.331	16.177	31.590	18.787	13.610
141	34.076	21.087	15.789	31.561	18.741	13.735
142	34.023	21.000	15.613	31.463	18.627	13.619
143	33.996	21.005	15.475	31.393	18.637	13.633
144	33.927	20.894	15.552	31.347	18.601	13.434
145	33.907	20.863	15.397	31.239	18.487	13.406
146	33.886	20.864	15.515	31.195	18.492	13.531
