#Mean	37.798
#Median	37
#Mode	38
#STDev	5.912
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	6
21	13
22	29
23	32
24	74
25	130
26	258
27	408
28	630
29	938
30	1225
31	1476
32	1797
33	1995
34	2252
35	2472
36	2774
37	2872
38	2898
39	2576
40	2381
41	1936
42	1659
43	1355
44	1133
45	951
46	776
47	679
48	478
49	386
50	359
51	282
52	276
53	240
54	179
55	96
56	80
57	46
58	21
59	7
60	5
61	2
62	0
63	0
64	0
65	1
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
