#Mean	37.858
#Median	37
#Mode	37
#STDev	5.958
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	8
21	13
22	16
23	48
24	87
25	131
26	237
27	355
28	570
29	950
30	1215
31	1621
32	1873
33	2066
34	2340
35	2563
36	2883
37	2901
38	2832
39	2715
40	2219
41	1982
42	1614
43	1437
44	1169
45	977
46	766
47	668
48	530
49	483
50	393
51	316
52	261
53	252
54	196
55	130
56	69
57	52
58	21
59	11
60	7
61	3
62	0
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
