#Mean	37.816
#Median	37
#Mode	38
#STDev	5.923
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	5
21	10
22	16
23	40
24	54
25	124
26	245
27	426
28	644
29	937
30	1190
31	1443
32	1782
33	2078
34	2414
35	2620
36	2847
37	2853
38	2953
39	2552
40	2199
41	1895
42	1643
43	1412
44	1167
45	986
46	794
47	602
48	513
49	423
50	361
51	326
52	264
53	243
54	188
55	127
56	66
57	49
58	32
59	2
60	2
61	2
62	0
63	0
64	0
65	0
66	1
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
