#Mean	37.788
#Median	37
#Mode	38
#STDev	5.938
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	6
20	3
21	13
22	26
23	46
24	70
25	131
26	268
27	417
28	624
29	962
30	1280
31	1508
32	1819
33	2036
34	2319
35	2487
36	2838
37	2848
38	2894
39	2697
40	2285
41	1940
42	1664
43	1445
44	1160
45	914
46	779
47	635
48	514
49	454
50	330
51	326
52	270
53	248
54	178
55	115
56	78
57	48
58	17
59	4
60	6
61	1
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
