#Mean	37.819
#Median	37
#Mode	38
#STDev	5.940
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	5
19	0
20	5
21	11
22	20
23	37
24	71
25	117
26	236
27	436
28	648
29	892
30	1194
31	1565
32	1842
33	2086
34	2277
35	2481
36	2642
37	2883
38	2930
39	2549
40	2288
41	1974
42	1676
43	1398
44	1142
45	981
46	776
47	599
48	552
49	436
50	354
51	288
52	261
53	219
54	180
55	120
56	91
57	53
58	18
59	12
60	5
61	3
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
