#Mean	37.806
#Median	37
#Mode	38
#STDev	5.923
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	5
20	10
21	12
22	25
23	46
24	74
25	111
26	226
27	367
28	586
29	926
30	1228
31	1539
32	1899
33	2140
34	2280
35	2607
36	2849
37	2871
38	2908
39	2616
40	2232
41	1880
42	1686
43	1373
44	1129
45	995
46	769
47	597
48	543
49	449
50	366
51	288
52	277
53	218
54	198
55	126
56	89
57	41
58	18
59	11
60	4
61	3
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
