#Mean	37.779
#Median	37
#Mode	37
#STDev	5.938
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	8
21	15
22	30
23	45
24	59
25	134
26	266
27	389
28	657
29	947
30	1260
31	1662
32	1864
33	2049
34	2344
35	2380
36	2713
37	2978
38	2841
39	2772
40	2303
41	1976
42	1646
43	1377
44	1184
45	959
46	846
47	626
48	548
49	410
50	371
51	266
52	272
53	225
54	175
55	131
56	76
57	44
58	23
59	13
60	2
61	2
62	0
63	1
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
