#Mean	37.860
#Median	37
#Mode	37
#STDev	5.964
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	5
21	6
22	22
23	55
24	65
25	98
26	249
27	399
28	630
29	949
30	1272
31	1524
32	1815
33	2038
34	2212
35	2449
36	2764
37	2779
38	2761
39	2579
40	2386
41	2010
42	1658
43	1393
44	1162
45	923
46	746
47	625
48	556
49	446
50	399
51	326
52	286
53	235
54	183
55	135
56	70
57	33
58	19
59	7
60	2
61	3
62	0
63	2
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
