#Mean	37.841
#Median	37
#Mode	37
#STDev	5.976
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	6
21	14
22	26
23	40
24	60
25	125
26	261
27	371
28	628
29	912
30	1242
31	1560
32	1847
33	2124
34	2237
35	2598
36	2752
37	2891
38	2863
39	2693
40	2333
41	1878
42	1618
43	1375
44	1158
45	1008
46	745
47	657
48	499
49	420
50	347
51	327
52	269
53	239
54	200
55	162
56	100
57	43
58	27
59	8
60	4
61	3
62	2
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
