#Mean	37.834
#Median	37
#Mode	37
#STDev	5.982
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	5
21	16
22	12
23	39
24	82
25	149
26	229
27	435
28	597
29	912
30	1242
31	1554
32	1789
33	2114
34	2275
35	2512
36	2759
37	2929
38	2758
39	2564
40	2317
41	1907
42	1649
43	1353
44	1148
45	957
46	780
47	665
48	537
49	446
50	339
51	349
52	254
53	218
54	204
55	147
56	88
57	48
58	17
59	7
60	4
61	4
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
