#Mean	37.856
#Median	37
#Mode	38
#STDev	5.945
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	4
21	8
22	25
23	40
24	55
25	116
26	229
27	391
28	580
29	956
30	1208
31	1561
32	1875
33	2038
34	2403
35	2529
36	2717
37	2769
38	2912
39	2598
40	2327
41	1972
42	1635
43	1385
44	1156
45	990
46	798
47	654
48	492
49	412
50	387
51	330
52	262
53	229
54	167
55	129
56	87
57	55
58	26
59	16
60	7
61	2
62	3
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
