#Mean	37.850
#Median	37
#Mode	37
#STDev	5.961
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	2
20	6
21	13
22	17
23	43
24	70
25	126
26	245
27	377
28	620
29	895
30	1207
31	1553
32	1797
33	2011
34	2334
35	2518
36	2771
37	2877
38	2787
39	2652
40	2354
41	1893
42	1652
43	1356
44	1167
45	959
46	753
47	593
48	543
49	432
50	347
51	299
52	251
53	277
54	193
55	128
56	72
57	56
58	32
59	8
60	5
61	7
62	1
63	1
64	2
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
