#Mean	37.835
#Median	37
#Mode	37
#STDev	5.967
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	7
21	10
22	18
23	34
24	69
25	130
26	253
27	411
28	645
29	878
30	1190
31	1570
32	1826
33	2102
34	2316
35	2562
36	2679
37	2939
38	2789
39	2586
40	2288
41	1915
42	1608
43	1380
44	1153
45	942
46	790
47	658
48	510
49	423
50	403
51	309
52	269
53	257
54	196
55	116
56	79
57	49
58	22
59	9
60	6
61	2
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
