#Mean	37.867
#Median	37
#Mode	37
#STDev	5.941
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	5
21	7
22	21
23	38
24	66
25	123
26	205
27	423
28	589
29	935
30	1268
31	1519
32	1719
33	2096
34	2336
35	2583
36	2809
37	2982
38	2843
39	2635
40	2315
41	1958
42	1651
43	1377
44	1191
45	947
46	735
47	588
48	581
49	467
50	366
51	350
52	269
53	229
54	179
55	124
56	100
57	42
58	23
59	11
60	8
61	3
62	1
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
