#Mean	37.782
#Median	37
#Mode	37
#STDev	5.916
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	2
20	7
21	9
22	18
23	54
24	69
25	126
26	255
27	412
28	601
29	930
30	1281
31	1588
32	1818
33	1989
34	2291
35	2538
36	2725
37	2911
38	2830
39	2700
40	2317
41	1889
42	1663
43	1432
44	1159
45	935
46	739
47	645
48	543
49	411
50	380
51	300
52	245
53	225
54	184
55	123
56	72
57	29
58	17
59	10
60	7
61	3
62	3
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
