#Mean	37.803
#Median	37
#Mode	38
#STDev	5.907
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	2
19	4
20	4
21	13
22	16
23	47
24	56
25	139
26	235
27	380
28	622
29	907
30	1198
31	1494
32	1815
33	2127
34	2346
35	2592
36	2780
37	2866
38	2877
39	2570
40	2310
41	1912
42	1602
43	1355
44	1105
45	944
46	827
47	658
48	510
49	442
50	342
51	321
52	270
53	232
54	173
55	134
56	58
57	49
58	12
59	7
60	5
61	1
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
