#Mean	37.929
#Median	37
#Mode	37
#STDev	6.036
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	8
20	12
21	11
22	25
23	49
24	71
25	100
26	245
27	387
28	634
29	877
30	1224
31	1530
32	1846
33	2014
34	2267
35	2530
36	2685
37	2862
38	2846
39	2597
40	2325
41	1919
42	1625
43	1393
44	1234
45	955
46	774
47	694
48	525
49	430
50	390
51	275
52	272
53	265
54	230
55	150
56	109
57	51
58	28
59	7
60	5
61	9
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
