#Mean	37.807
#Median	37
#Mode	37
#STDev	5.936
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	2
21	9
22	18
23	39
24	60
25	142
26	231
27	382
28	616
29	993
30	1249
31	1505
32	1854
33	2038
34	2291
35	2528
36	2755
37	2936
38	2849
39	2579
40	2296
41	1942
42	1688
43	1330
44	1161
45	921
46	764
47	657
48	519
49	394
50	341
51	311
52	268
53	247
54	200
55	116
56	88
57	51
58	23
59	6
60	7
61	1
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
