#Mean	37.778
#Median	37
#Mode	37
#STDev	5.970
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	1
18	0
19	0
20	4
21	13
22	19
23	41
24	77
25	145
26	272
27	420
28	688
29	953
30	1265
31	1581
32	1729
33	2039
34	2377
35	2599
36	2834
37	2918
38	2768
39	2587
40	2268
41	1967
42	1710
43	1400
44	1159
45	898
46	807
47	614
48	545
49	437
50	394
51	323
52	266
53	243
54	187
55	105
56	82
57	40
58	23
59	10
60	8
61	1
62	1
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
