#Mean	37.760
#Median	37
#Mode	38
#STDev	5.914
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	10
21	5
22	17
23	35
24	58
25	126
26	251
27	399
28	622
29	995
30	1194
31	1534
32	1885
33	2071
34	2315
35	2527
36	2700
37	2848
38	2896
39	2607
40	2327
41	1982
42	1625
43	1289
44	1123
45	908
46	790
47	616
48	525
49	404
50	325
51	278
52	276
53	232
54	182
55	130
56	81
57	38
58	32
59	9
60	5
61	1
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
