#Mean	37.854
#Median	37
#Mode	38
#STDev	5.969
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	5
21	13
22	22
23	39
24	66
25	138
26	237
27	390
28	615
29	891
30	1263
31	1538
32	1850
33	2060
34	2376
35	2627
36	2698
37	2877
38	2914
39	2603
40	2352
41	2010
42	1656
43	1267
44	1120
45	969
46	800
47	650
48	561
49	455
50	352
51	306
52	284
53	241
54	205
55	141
56	83
57	56
58	19
59	8
60	9
61	3
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
