#Mean	37.796
#Median	37
#Mode	38
#STDev	5.975
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	2
20	2
21	9
22	34
23	49
24	71
25	122
26	239
27	392
28	650
29	995
30	1264
31	1483
32	1832
33	2110
34	2334
35	2541
36	2757
37	2801
38	2851
39	2667
40	2285
41	2007
42	1562
43	1320
44	1136
45	963
46	784
47	642
48	488
49	438
50	389
51	334
52	282
53	230
54	191
55	124
56	74
57	55
58	18
59	10
60	9
61	1
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
