#Mean	37.772
#Median	37
#Mode	38
#STDev	5.904
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	12
21	6
22	23
23	37
24	75
25	130
26	252
27	406
28	656
29	892
30	1229
31	1595
32	1751
33	2056
34	2403
35	2683
36	2775
37	2922
38	2978
39	2513
40	2277
41	1933
42	1646
43	1418
44	1104
45	956
46	834
47	644
48	565
49	412
50	367
51	269
52	272
53	237
54	160
55	110
56	74
57	44
58	24
59	7
60	3
61	5
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
