#Mean	37.804
#Median	37
#Mode	37
#STDev	5.940
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	4
21	5
22	21
23	33
24	53
25	132
26	251
27	387
28	638
29	993
30	1267
31	1497
32	1754
33	2099
34	2355
35	2557
36	2790
37	2910
38	2863
39	2570
40	2262
41	1949
42	1644
43	1377
44	1141
45	930
46	788
47	652
48	516
49	428
50	334
51	304
52	263
53	245
54	207
55	129
56	83
57	34
58	17
59	13
60	7
61	4
62	1
63	3
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
