#Mean	37.843
#Median	37
#Mode	37
#STDev	5.938
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	4
20	2
21	5
22	23
23	40
24	60
25	121
26	244
27	384
28	584
29	960
30	1220
31	1547
32	1847
33	2015
34	2353
35	2526
36	2752
37	2920
38	2852
39	2737
40	2285
41	1973
42	1579
43	1383
44	1133
45	940
46	772
47	638
48	541
49	415
50	379
51	290
52	293
53	240
54	187
55	112
56	88
57	54
58	31
59	11
60	5
61	1
62	3
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
