#Mean	37.797
#Median	37
#Mode	37
#STDev	5.949
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	3
21	11
22	26
23	34
24	70
25	126
26	233
27	423
28	658
29	919
30	1221
31	1565
32	1871
33	2151
34	2314
35	2597
36	2716
37	2868
38	2856
39	2693
40	2318
41	1979
42	1583
43	1355
44	1164
45	938
46	798
47	659
48	514
49	448
50	359
51	317
52	250
53	230
54	191
55	123
56	79
57	62
58	17
59	13
60	5
61	6
62	0
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
