#Mean	37.821
#Median	37
#Mode	36
#STDev	5.880
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	10
22	23
23	54
24	79
25	125
26	215
27	386
28	596
29	934
30	1189
31	1476
32	1776
33	2043
34	2413
35	2549
36	2920
37	2894
38	2878
39	2571
40	2371
41	1906
42	1592
43	1415
44	1222
45	978
46	773
47	612
48	495
49	415
50	354
51	310
52	262
53	247
54	185
55	116
56	74
57	34
58	16
59	10
60	4
61	3
62	0
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
