#Mean	37.804
#Median	37
#Mode	37
#STDev	5.932
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	2
20	7
21	10
22	30
23	40
24	66
25	92
26	237
27	400
28	628
29	987
30	1190
31	1547
32	1810
33	2062
34	2456
35	2690
36	2793
37	2828
38	2786
39	2624
40	2274
41	1991
42	1652
43	1368
44	1178
45	960
46	779
47	613
48	503
49	410
50	375
51	343
52	268
53	233
54	204
55	136
56	71
57	41
58	18
59	10
60	4
61	0
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
