#Mean	37.789
#Median	37
#Mode	37
#STDev	5.975
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	1
15	0
16	0
17	0
18	0
19	2
20	7
21	13
22	30
23	45
24	84
25	140
26	238
27	411
28	640
29	899
30	1224
31	1507
32	1802
33	2120
34	2278
35	2565
36	2650
37	2809
38	2780
39	2636
40	2287
41	1929
42	1639
43	1332
44	1156
45	920
46	782
47	630
48	475
49	429
50	347
51	301
52	296
53	230
54	184
55	139
56	72
57	45
58	27
59	7
60	7
61	3
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
