#Mean	37.825
#Median	37
#Mode	37
#STDev	5.952
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	5
21	11
22	35
23	35
24	75
25	141
26	240
27	380
28	603
29	884
30	1237
31	1597
32	1852
33	2092
34	2365
35	2526
36	2815
37	2968
38	2845
39	2542
40	2232
41	2018
42	1667
43	1304
44	1201
45	984
46	817
47	652
48	501
49	401
50	359
51	323
52	301
53	230
54	200
55	137
56	80
57	45
58	19
59	8
60	2
61	2
62	0
63	2
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
