#Mean	37.833
#Median	37
#Mode	36
#STDev	5.968
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	1
20	4
21	14
22	31
23	33
24	69
25	133
26	239
27	402
28	657
29	934
30	1268
31	1528
32	1896
33	2042
34	2370
35	2610
36	2864
37	2863
38	2852
39	2670
40	2235
41	2001
42	1635
43	1441
44	1202
45	999
46	806
47	652
48	506
49	444
50	369
51	308
52	301
53	236
54	158
55	146
56	95
57	45
58	18
59	11
60	12
61	4
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
