#Mean	37.802
#Median	37
#Mode	37
#STDev	5.917
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	3
21	12
22	21
23	33
24	81
25	128
26	251
27	418
28	598
29	941
30	1212
31	1494
32	1897
33	2028
34	2343
35	2484
36	2732
37	2990
38	2919
39	2684
40	2277
41	2006
42	1579
43	1402
44	1124
45	977
46	794
47	646
48	465
49	402
50	352
51	294
52	288
53	233
54	184
55	120
56	90
57	38
58	26
59	15
60	1
61	2
62	2
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
