#Mean	37.840
#Median	37
#Mode	37
#STDev	5.920
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	4
20	4
21	7
22	19
23	32
24	62
25	123
26	233
27	393
28	610
29	935
30	1223
31	1519
32	1748
33	2096
34	2341
35	2706
36	2686
37	2846
38	2795
39	2661
40	2366
41	1855
42	1669
43	1378
44	1187
45	982
46	754
47	644
48	531
49	427
50	348
51	280
52	303
53	236
54	172
55	124
56	89
57	46
58	17
59	8
60	5
61	7
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
