#Mean	37.867
#Median	37
#Mode	37
#STDev	5.922
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	8
21	9
22	17
23	37
24	73
25	111
26	191
27	386
28	600
29	960
30	1262
31	1508
32	1850
33	2008
34	2348
35	2698
36	2779
37	2889
38	2797
39	2668
40	2351
41	1962
42	1678
43	1358
44	1237
45	954
46	805
47	639
48	505
49	429
50	380
51	321
52	263
53	239
54	190
55	139
56	75
57	44
58	28
59	10
60	7
61	1
62	0
63	0
64	0
65	1
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
