#Mean	37.826
#Median	37
#Mode	37
#STDev	5.954
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	7
21	13
22	18
23	39
24	65
25	127
26	242
27	385
28	663
29	1000
30	1199
31	1495
32	1848
33	2069
34	2279
35	2620
36	2732
37	2795
38	2754
39	2573
40	2288
41	1920
42	1600
43	1462
44	1186
45	1014
46	817
47	636
48	534
49	443
50	336
51	338
52	261
53	242
54	186
55	101
56	67
57	48
58	21
59	7
60	7
61	3
62	0
63	0
64	0
65	1
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
