#Mean	37.849
#Median	37
#Mode	37
#STDev	5.915
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	2
21	13
22	10
23	28
24	60
25	116
26	229
27	391
28	615
29	924
30	1213
31	1541
32	1839
33	2072
34	2380
35	2648
36	2742
37	2969
38	2929
39	2540
40	2267
41	2006
42	1631
43	1432
44	1122
45	931
46	779
47	639
48	528
49	434
50	352
51	326
52	296
53	254
54	195
55	120
56	76
57	50
58	17
59	7
60	4
61	1
62	3
63	0
64	0
65	0
66	1
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
