#Mean	37.811
#Median	37
#Mode	37
#STDev	5.943
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	2
20	5
21	9
22	34
23	49
24	61
25	119
26	218
27	431
28	709
29	925
30	1202
31	1542
32	1804
33	2068
34	2267
35	2560
36	2722
37	2916
38	2816
39	2640
40	2310
41	1958
42	1638
43	1449
44	1100
45	965
46	857
47	613
48	527
49	414
50	386
51	308
52	235
53	250
54	193
55	113
56	72
57	51
58	17
59	7
60	4
61	4
62	1
63	0
64	0
65	0
66	1
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
